AÃ±o	Mes	violence type	CaseCount	Escalation	Intensity	Previous State
1974	10	VC	11.0	0	1	A
1974	10	VI	7.0	1	1	B
1974	10	VS	4.0	-1	-1	A
1974	11	VC	1.0	-1	-1	B
1974	11	VI	1.0	-1	-1	A
1974	11	VS	0.0	-1	-1	I
1974	12	VC	2.0	1	-1	I
1974	12	VI	0.0	-1	-1	I
1974	12	VS	2.0	1	-1	I
1975	1	VC	16.0	1	1	G
1975	1	VI	5.0	1	1	I
1975	1	VS	11.0	1	1	G
1975	2	VC	11.0	-1	1	A
1975	2	VI	3.0	-1	-1	A
1975	2	VS	8.0	-1	1	A
1975	3	VC	18.0	1	1	C
1975	3	VI	5.0	1	1	I
1975	3	VS	13.0	1	1	C
1975	4	VC	9.0	-1	-1	A
1975	4	VI	5.0	0	1	A
1975	4	VS	4.0	-1	-1	A
1975	5	VC	14.0	1	1	I
1975	5	VI	7.0	1	1	B
1975	5	VS	7.0	1	1	I
1975	6	VC	18.0	1	1	A
1975	6	VI	8.0	1	1	A
1975	6	VS	10.0	1	1	A
1975	7	VC	8.0	-1	-1	A
1975	7	VI	2.0	-1	-1	A
1975	7	VS	6.0	-1	1	A
1975	8	VC	17.0	1	1	I
1975	8	VI	8.0	1	1	I
1975	8	VS	9.0	1	1	C
1975	9	VC	9.0	-1	-1	A
1975	9	VI	1.0	-1	-1	A
1975	9	VS	8.0	-1	1	A
1975	10	VC	9.0	0	-1	I
1975	10	VI	1.0	0	-1	I
1975	10	VS	8.0	0	1	C
1975	11	VC	10.0	1	-1	H
1975	11	VI	4.0	1	-1	H
1975	11	VS	6.0	-1	1	B
1975	12	VC	10.0	0	-1	G
1975	12	VI	4.0	0	-1	G
1975	12	VS	6.0	0	1	C
1976	1	VC	15.0	1	1	H
1976	1	VI	3.0	-1	-1	H
1976	1	VS	12.0	1	1	B
1976	2	VC	7.0	-1	-1	A
1976	2	VI	2.0	-1	-1	I
1976	2	VS	5.0	-1	-1	A
1976	3	VC	21.0	1	1	I
1976	3	VI	7.0	1	1	I
1976	3	VS	14.0	1	1	I
1976	4	VC	2.0	-1	-1	A
1976	4	VI	0.0	-1	-1	A
1976	4	VS	2.0	-1	-1	A
1976	5	VC	20.0	1	1	I
1976	5	VI	8.0	1	1	I
1976	5	VS	12.0	1	1	I
1976	6	VC	16.0	-1	1	A
1976	6	VI	10.0	1	1	A
1976	6	VS	6.0	-1	-1	A
1976	7	VC	19.0	1	1	C
1976	7	VI	5.0	-1	1	A
1976	7	VS	14.0	1	1	I
1976	8	VC	16.0	-1	1	A
1976	8	VI	10.0	1	1	C
1976	8	VS	6.0	-1	-1	A
1976	9	VC	8.0	-1	-1	C
1976	9	VI	1.0	-1	-1	A
1976	9	VS	7.0	1	1	I
1976	10	VC	10.0	1	-1	I
1976	10	VI	1.0	0	-1	I
1976	10	VS	9.0	1	1	A
1976	11	VC	8.0	-1	-1	G
1976	11	VI	4.0	1	-1	H
1976	11	VS	4.0	-1	-1	A
1976	12	VC	9.0	1	-1	I
1976	12	VI	4.0	0	-1	G
1976	12	VS	5.0	1	-1	I
1977	1	VC	16.0	1	1	G
1977	1	VI	6.0	1	1	H
1977	1	VS	10.0	1	1	G
1977	2	VC	16.0	0	1	A
1977	2	VI	4.0	-1	-1	A
1977	2	VS	12.0	1	1	A
1977	3	VC	13.0	-1	1	B
1977	3	VI	0.0	-1	-1	I
1977	3	VS	13.0	1	1	A
1977	4	VC	20.0	1	1	C
1977	4	VI	9.0	1	1	I
1977	4	VS	11.0	-1	1	A
1977	5	VC	17.0	-1	1	A
1977	5	VI	6.0	-1	1	A
1977	5	VS	11.0	0	1	C
1977	6	VC	24.0	1	1	C
1977	6	VI	10.0	1	1	C
1977	6	VS	14.0	1	1	B
1977	7	VC	10.0	-1	-1	A
1977	7	VI	8.0	-1	1	A
1977	7	VS	2.0	-1	-1	A
1977	8	VC	17.0	1	1	I
1977	8	VI	2.0	-1	-1	C
1977	8	VS	15.0	1	1	I
1977	9	VC	21.0	1	1	A
1977	9	VI	7.0	1	1	I
1977	9	VS	14.0	-1	1	A
1977	10	VC	20.0	-1	1	A
1977	10	VI	10.0	1	1	A
1977	10	VS	10.0	-1	1	C
1977	11	VC	13.0	-1	-1	C
1977	11	VI	4.0	-1	-1	A
1977	11	VS	9.0	-1	1	C
1977	12	VC	21.0	1	1	I
1977	12	VI	5.0	1	1	I
1977	12	VS	16.0	1	1	C
1978	1	VC	31.0	1	1	A
1978	1	VI	6.0	1	1	A
1978	1	VS	25.0	1	1	A
1978	2	VC	23.0	-1	1	A
1978	2	VI	9.0	1	1	A
1978	2	VS	14.0	-1	1	A
1978	3	VC	16.0	-1	1	C
1978	3	VI	3.0	-1	-1	A
1978	3	VS	13.0	-1	1	C
1978	4	VC	15.0	-1	1	C
1978	4	VI	1.0	-1	-1	I
1978	4	VS	14.0	1	1	C
1978	5	VC	24.0	1	1	C
1978	5	VI	2.0	1	-1	I
1978	5	VS	22.0	1	1	A
1978	6	VC	18.0	-1	1	A
1978	6	VI	6.0	1	1	G
1978	6	VS	12.0	-1	1	A
1978	7	VC	13.0	-1	-1	C
1978	7	VI	4.0	-1	-1	A
1978	7	VS	9.0	-1	-1	C
1978	8	VC	14.0	1	-1	I
1978	8	VI	4.0	0	-1	I
1978	8	VS	10.0	1	-1	I
1978	9	VC	17.0	1	1	G
1978	9	VI	1.0	-1	-1	H
1978	9	VS	16.0	1	1	G
1978	10	VC	19.0	1	1	A
1978	10	VI	2.0	1	-1	I
1978	10	VS	17.0	1	1	A
1978	11	VC	20.0	1	1	A
1978	11	VI	3.0	1	-1	G
1978	11	VS	17.0	0	1	A
1978	12	VC	14.0	-1	-1	A
1978	12	VI	2.0	-1	-1	G
1978	12	VS	12.0	-1	1	B
1979	1	VC	42.0	1	1	I
1979	1	VI	12.0	1	1	I
1979	1	VS	30.0	1	1	C
1979	2	VC	27.0	-1	1	A
1979	2	VI	7.0	-1	1	A
1979	2	VS	20.0	-1	1	A
1979	3	VC	25.0	-1	1	C
1979	3	VI	2.0	-1	-1	C
1979	3	VS	23.0	1	1	C
1979	4	VC	30.0	1	1	C
1979	4	VI	6.0	1	1	I
1979	4	VS	24.0	1	1	A
1979	5	VC	32.0	1	1	A
1979	5	VI	10.0	1	1	A
1979	5	VS	22.0	-1	1	A
1979	6	VC	33.0	1	1	A
1979	6	VI	5.0	-1	-1	A
1979	6	VS	28.0	1	1	C
1979	7	VC	39.0	1	1	A
1979	7	VI	7.0	1	1	I
1979	7	VS	32.0	1	1	A
1979	8	VC	25.0	-1	1	A
1979	8	VI	8.0	1	1	A
1979	8	VS	17.0	-1	1	A
1979	9	VC	29.0	1	1	C
1979	9	VI	2.0	-1	-1	A
1979	9	VS	27.0	1	1	C
1979	10	VC	28.0	-1	1	A
1979	10	VI	3.0	1	-1	I
1979	10	VS	25.0	-1	1	A
1979	11	VC	26.0	-1	1	C
1979	11	VI	4.0	1	-1	G
1979	11	VS	22.0	-1	1	C
1979	12	VC	30.0	1	1	C
1979	12	VI	1.0	-1	-1	G
1979	12	VS	29.0	1	1	C
1980	1	VC	44.0	1	1	A
1980	1	VI	6.0	1	1	I
1980	1	VS	38.0	1	1	A
1980	2	VC	19.0	-1	-1	A
1980	2	VI	2.0	-1	-1	A
1980	2	VS	17.0	-1	-1	A
1980	3	VC	12.0	-1	-1	I
1980	3	VI	3.0	1	-1	I
1980	3	VS	9.0	-1	-1	I
1980	4	VC	15.0	1	-1	I
1980	4	VI	0.0	-1	-1	G
1980	4	VS	15.0	1	-1	I
1980	5	VC	27.0	1	1	G
1980	5	VI	5.0	1	1	I
1980	5	VS	22.0	1	1	G
1980	6	VC	17.0	-1	-1	A
1980	6	VI	1.0	-1	-1	A
1980	6	VS	16.0	-1	-1	A
1980	7	VC	16.0	-1	-1	I
1980	7	VI	1.0	0	-1	I
1980	7	VS	15.0	-1	-1	I
1980	8	VC	24.0	1	1	I
1980	8	VI	7.0	1	1	H
1980	8	VS	17.0	1	-1	I
1980	9	VC	19.0	-1	-1	A
1980	9	VI	9.0	1	1	A
1980	9	VS	10.0	-1	-1	G
1980	10	VC	18.0	-1	-1	I
1980	10	VI	1.0	-1	-1	A
1980	10	VS	17.0	1	-1	I
1980	11	VC	25.0	1	1	I
1980	11	VI	1.0	0	-1	I
1980	11	VS	24.0	1	1	G
1980	12	VC	23.0	-1	-1	A
1980	12	VI	2.0	1	-1	H
1980	12	VS	21.0	-1	1	A
1981	1	VC	72.0	1	1	I
1981	1	VI	8.0	1	1	G
1981	1	VS	64.0	1	1	C
1981	2	VC	29.0	-1	1	A
1981	2	VI	4.0	-1	-1	A
1981	2	VS	25.0	-1	1	A
1981	3	VC	52.0	1	1	C
1981	3	VI	11.0	1	1	I
1981	3	VS	41.0	1	1	C
1981	4	VC	60.0	1	1	A
1981	4	VI	14.0	1	1	A
1981	4	VS	46.0	1	1	A
1981	5	VC	58.0	-1	1	A
1981	5	VI	7.0	-1	1	A
1981	5	VS	51.0	1	1	A
1981	6	VC	36.0	-1	1	C
1981	6	VI	6.0	-1	1	C
1981	6	VS	30.0	-1	1	A
1981	7	VC	56.0	1	1	C
1981	7	VI	20.0	1	1	C
1981	7	VS	36.0	1	1	C
1981	8	VC	38.0	-1	1	A
1981	8	VI	6.0	-1	1	A
1981	8	VS	32.0	-1	1	A
1981	9	VC	27.0	-1	-1	C
1981	9	VI	5.0	-1	-1	C
1981	9	VS	22.0	-1	-1	C
1981	10	VC	67.0	1	1	I
1981	10	VI	14.0	1	1	I
1981	10	VS	53.0	1	1	I
1981	11	VC	66.0	-1	1	A
1981	11	VI	12.0	-1	1	A
1981	11	VS	54.0	1	1	A
1981	12	VC	55.0	-1	1	C
1981	12	VI	5.0	-1	-1	C
1981	12	VS	50.0	-1	1	A
1982	1	VC	83.0	1	1	C
1982	1	VI	8.0	1	1	I
1982	1	VS	75.0	1	1	C
1982	2	VC	61.0	-1	1	A
1982	2	VI	3.0	-1	-1	A
1982	2	VS	58.0	-1	1	A
1982	3	VC	80.0	1	1	C
1982	3	VI	15.0	1	1	I
1982	3	VS	65.0	1	1	C
1982	4	VC	32.0	-1	-1	A
1982	4	VI	3.0	-1	-1	A
1982	4	VS	29.0	-1	-1	A
1982	5	VC	52.0	1	1	I
1982	5	VI	6.0	1	1	I
1982	5	VS	46.0	1	1	I
1982	6	VC	58.0	1	1	A
1982	6	VI	10.0	1	1	A
1982	6	VS	48.0	1	1	A
1982	7	VC	46.0	-1	1	A
1982	7	VI	3.0	-1	-1	A
1982	7	VS	43.0	-1	1	A
1982	8	VC	83.0	1	1	C
1982	8	VI	13.0	1	1	I
1982	8	VS	70.0	1	1	C
1982	9	VC	63.0	-1	1	A
1982	9	VI	10.0	-1	1	A
1982	9	VS	53.0	-1	1	A
1982	10	VC	66.0	1	1	C
1982	10	VI	12.0	1	1	C
1982	10	VS	54.0	1	1	C
1982	11	VC	68.0	1	1	A
1982	11	VI	18.0	1	1	A
1982	11	VS	50.0	-1	1	A
1982	12	VC	29.0	-1	-1	A
1982	12	VI	1.0	-1	-1	A
1982	12	VS	28.0	-1	-1	C
1983	1	VC	135.0	1	1	I
1983	1	VI	9.0	1	1	I
1983	1	VS	126.0	1	1	I
1983	2	VC	84.0	-1	1	A
1983	2	VI	8.0	-1	1	A
1983	2	VS	76.0	-1	1	A
1983	3	VC	80.0	-1	1	C
1983	3	VI	3.0	-1	-1	C
1983	3	VS	77.0	1	1	C
1983	4	VC	97.0	1	1	C
1983	4	VI	9.0	1	1	I
1983	4	VS	88.0	1	1	A
1983	5	VC	106.0	1	1	A
1983	5	VI	15.0	1	1	A
1983	5	VS	91.0	1	1	A
1983	6	VC	101.0	-1	1	A
1983	6	VI	15.0	0	1	A
1983	6	VS	86.0	-1	1	A
1983	7	VC	120.0	1	1	C
1983	7	VI	13.0	-1	1	B
1983	7	VS	107.0	1	1	C
1983	8	VC	106.0	-1	1	A
1983	8	VI	6.0	-1	-1	C
1983	8	VS	100.0	-1	1	A
1983	9	VC	78.0	-1	1	C
1983	9	VI	17.0	1	1	I
1983	9	VS	61.0	-1	1	C
1983	10	VC	76.0	-1	1	C
1983	10	VI	8.0	-1	-1	A
1983	10	VS	68.0	1	1	C
1983	11	VC	87.0	1	1	C
1983	11	VI	7.0	-1	-1	I
1983	11	VS	80.0	1	1	A
1983	12	VC	63.0	-1	-1	A
1983	12	VI	3.0	-1	-1	I
1983	12	VS	60.0	-1	1	A
1984	1	VC	129.0	1	1	I
1984	1	VI	13.0	1	1	I
1984	1	VS	116.0	1	1	C
1984	2	VC	117.0	-1	1	A
1984	2	VI	13.0	0	1	A
1984	2	VS	104.0	-1	1	A
1984	3	VC	106.0	-1	1	C
1984	3	VI	14.0	1	1	B
1984	3	VS	92.0	-1	1	C
1984	4	VC	135.0	1	1	C
1984	4	VI	30.0	1	1	A
1984	4	VS	105.0	1	1	C
1984	5	VC	145.0	1	1	A
1984	5	VI	19.0	-1	1	A
1984	5	VS	126.0	1	1	A
1984	6	VC	108.0	-1	1	A
1984	6	VI	16.0	-1	1	C
1984	6	VS	92.0	-1	1	A
1984	7	VC	110.0	1	1	C
1984	7	VI	19.0	1	1	C
1984	7	VS	91.0	-1	1	C
1984	8	VC	138.0	1	1	A
1984	8	VI	19.0	0	1	A
1984	8	VS	119.0	1	1	C
1984	9	VC	85.0	-1	-1	A
1984	9	VI	12.0	-1	1	B
1984	9	VS	73.0	-1	-1	A
1984	10	VC	121.0	1	1	I
1984	10	VI	3.0	-1	-1	C
1984	10	VS	118.0	1	1	I
1984	11	VC	95.0	-1	1	A
1984	11	VI	9.0	1	-1	I
1984	11	VS	86.0	-1	1	A
1984	12	VC	121.0	1	1	C
1984	12	VI	20.0	1	1	G
1984	12	VS	101.0	1	1	C
1985	1	VC	239.0	1	1	A
1985	1	VI	13.0	-1	1	A
1985	1	VS	226.0	1	1	A
1985	2	VC	149.0	-1	1	A
1985	2	VI	12.0	-1	1	C
1985	2	VS	137.0	-1	1	A
1985	3	VC	186.0	1	1	C
1985	3	VI	14.0	1	1	C
1985	3	VS	172.0	1	1	C
1985	4	VC	198.0	1	1	A
1985	4	VI	17.0	1	1	A
1985	4	VS	181.0	1	1	A
1985	5	VC	237.0	1	1	A
1985	5	VI	34.0	1	1	A
1985	5	VS	203.0	1	1	A
1985	6	VC	247.0	1	1	A
1985	6	VI	33.0	-1	1	A
1985	6	VS	214.0	1	1	A
1985	7	VC	249.0	1	1	A
1985	7	VI	35.0	1	1	C
1985	7	VS	214.0	0	1	A
1985	8	VC	214.0	-1	1	A
1985	8	VI	44.0	1	1	A
1985	8	VS	170.0	-1	1	B
1985	9	VC	166.0	-1	1	C
1985	9	VI	16.0	-1	1	A
1985	9	VS	150.0	-1	1	C
1985	10	VC	198.0	1	1	C
1985	10	VI	37.0	1	1	C
1985	10	VS	161.0	1	1	C
1985	11	VC	246.0	1	1	A
1985	11	VI	21.0	-1	1	A
1985	11	VS	225.0	1	1	A
1985	12	VC	262.0	1	1	A
1985	12	VI	17.0	-1	1	C
1985	12	VS	245.0	1	1	A
1986	1	VC	355.0	1	1	A
1986	1	VI	20.0	1	1	C
1986	1	VS	335.0	1	1	A
1986	2	VC	212.0	-1	1	A
1986	2	VI	45.0	1	1	A
1986	2	VS	167.0	-1	1	A
1986	3	VC	266.0	1	1	C
1986	3	VI	51.0	1	1	A
1986	3	VS	215.0	1	1	C
1986	4	VC	255.0	-1	1	A
1986	4	VI	30.0	-1	1	A
1986	4	VS	225.0	1	1	A
1986	5	VC	249.0	-1	1	C
1986	5	VI	63.0	1	1	C
1986	5	VS	186.0	-1	1	A
1986	6	VC	281.0	1	1	C
1986	6	VI	39.0	-1	1	A
1986	6	VS	242.0	1	1	C
1986	7	VC	232.0	-1	1	A
1986	7	VI	55.0	1	1	C
1986	7	VS	177.0	-1	1	A
1986	8	VC	267.0	1	1	C
1986	8	VI	52.0	-1	1	A
1986	8	VS	215.0	1	1	C
1986	9	VC	270.0	1	1	A
1986	9	VI	39.0	-1	1	C
1986	9	VS	231.0	1	1	A
1986	10	VC	249.0	-1	1	A
1986	10	VI	41.0	1	1	C
1986	10	VS	208.0	-1	1	A
1986	11	VC	296.0	1	1	C
1986	11	VI	54.0	1	1	A
1986	11	VS	242.0	1	1	C
1986	12	VC	283.0	-1	1	A
1986	12	VI	50.0	-1	1	A
1986	12	VS	233.0	-1	1	A
1987	1	VC	371.0	1	1	C
1987	1	VI	44.0	-1	1	C
1987	1	VS	327.0	1	1	C
1987	2	VC	238.0	-1	1	A
1987	2	VI	41.0	-1	1	C
1987	2	VS	197.0	-1	1	A
1987	3	VC	275.0	1	1	C
1987	3	VI	40.0	-1	1	C
1987	3	VS	235.0	1	1	C
1987	4	VC	276.0	1	1	A
1987	4	VI	54.0	1	1	C
1987	4	VS	222.0	-1	1	A
1987	5	VC	249.0	-1	1	A
1987	5	VI	41.0	-1	1	A
1987	5	VS	208.0	-1	1	C
1987	6	VC	268.0	1	1	C
1987	6	VI	47.0	1	1	C
1987	6	VS	221.0	1	1	C
1987	7	VC	285.0	1	1	A
1987	7	VI	53.0	1	1	A
1987	7	VS	232.0	1	1	A
1987	8	VC	308.0	1	1	A
1987	8	VI	37.0	-1	1	A
1987	8	VS	271.0	1	1	A
1987	9	VC	268.0	-1	1	A
1987	9	VI	50.0	1	1	C
1987	9	VS	218.0	-1	1	A
1987	10	VC	326.0	1	1	C
1987	10	VI	50.0	0	1	A
1987	10	VS	276.0	1	1	C
1987	11	VC	312.0	-1	1	A
1987	11	VI	52.0	1	1	B
1987	11	VS	260.0	-1	1	A
1987	12	VC	341.0	1	1	C
1987	12	VI	44.0	-1	1	A
1987	12	VS	297.0	1	1	C
1988	1	VC	537.0	1	1	A
1988	1	VI	75.0	1	1	C
1988	1	VS	462.0	1	1	A
1988	2	VC	427.0	-1	1	A
1988	2	VI	41.0	-1	0	A
1988	2	VS	386.0	-1	1	A
1988	3	VC	388.0	-1	1	C
1988	3	VI	50.0	1	1	F
1988	3	VS	338.0	-1	1	C
1988	4	VC	388.0	0	1	C
1988	4	VI	55.0	1	1	A
1988	4	VS	333.0	-1	1	C
1988	5	VC	378.0	-1	1	B
1988	5	VI	39.0	-1	-1	A
1988	5	VS	339.0	1	1	C
1988	6	VC	409.0	1	1	C
1988	6	VI	38.0	-1	-1	I
1988	6	VS	371.0	1	1	A
1988	7	VC	412.0	1	1	A
1988	7	VI	37.0	-1	-1	I
1988	7	VS	375.0	1	1	A
1988	8	VC	434.0	1	1	A
1988	8	VI	42.0	1	-1	I
1988	8	VS	392.0	1	1	A
1988	9	VC	385.0	-1	1	A
1988	9	VI	52.0	1	1	G
1988	9	VS	333.0	-1	1	A
1988	10	VC	489.0	1	1	C
1988	10	VI	72.0	1	1	A
1988	10	VS	417.0	1	1	C
1988	11	VC	500.0	1	1	A
1988	11	VI	79.0	1	1	A
1988	11	VS	421.0	1	1	A
1988	12	VC	534.0	1	1	A
1988	12	VI	53.0	-1	1	A
1988	12	VS	481.0	1	1	A
1989	1	VC	628.0	1	1	A
1989	1	VI	40.0	-1	-1	C
1989	1	VS	588.0	1	1	A
1989	2	VC	452.0	-1	1	A
1989	2	VI	48.0	1	-1	I
1989	2	VS	404.0	-1	1	A
1989	3	VC	373.0	-1	1	C
1989	3	VI	45.0	-1	-1	G
1989	3	VS	328.0	-1	1	C
1989	4	VC	403.0	1	1	C
1989	4	VI	37.0	-1	-1	I
1989	4	VS	366.0	1	1	C
1989	5	VC	449.0	1	1	A
1989	5	VI	32.0	-1	-1	I
1989	5	VS	417.0	1	1	A
1989	6	VC	455.0	1	1	A
1989	6	VI	47.0	1	-1	I
1989	6	VS	408.0	-1	1	A
1989	7	VC	455.0	0	1	A
1989	7	VI	54.0	1	1	G
1989	7	VS	401.0	-1	1	C
1989	8	VC	432.0	-1	1	B
1989	8	VI	52.0	-1	1	A
1989	8	VS	380.0	-1	1	C
1989	9	VC	346.0	-1	-1	C
1989	9	VI	28.0	-1	-1	C
1989	9	VS	318.0	-1	-1	C
1989	10	VC	405.0	1	1	I
1989	10	VI	37.0	1	-1	I
1989	10	VS	368.0	1	1	I
1989	11	VC	466.0	1	1	A
1989	11	VI	46.0	1	-1	G
1989	11	VS	420.0	1	1	A
1989	12	VC	538.0	1	1	A
1989	12	VI	69.0	1	1	G
1989	12	VS	469.0	1	1	A
1990	1	VC	761.0	1	1	A
1990	1	VI	52.0	-1	1	A
1990	1	VS	709.0	1	1	A
1990	2	VC	558.0	-1	1	A
1990	2	VI	68.0	1	1	C
1990	2	VS	490.0	-1	1	A
1990	3	VC	595.0	1	1	C
1990	3	VI	72.0	1	1	A
1990	3	VS	523.0	1	1	C
1990	4	VC	554.0	-1	1	A
1990	4	VI	83.0	1	1	A
1990	4	VS	471.0	-1	1	A
1990	5	VC	578.0	1	1	C
1990	5	VI	88.0	1	1	A
1990	5	VS	490.0	1	1	C
1990	6	VC	546.0	-1	1	A
1990	6	VI	67.0	-1	1	A
1990	6	VS	479.0	-1	1	A
1990	7	VC	614.0	1	1	C
1990	7	VI	101.0	1	1	C
1990	7	VS	513.0	1	1	C
1990	8	VC	537.0	-1	1	A
1990	8	VI	61.0	-1	1	A
1990	8	VS	476.0	-1	1	A
1990	9	VC	507.0	-1	1	C
1990	9	VI	71.0	1	1	C
1990	9	VS	436.0	-1	1	C
1990	10	VC	487.0	-1	1	C
1990	10	VI	52.0	-1	-1	A
1990	10	VS	435.0	-1	1	C
1990	11	VC	529.0	1	1	C
1990	11	VI	66.0	1	1	I
1990	11	VS	463.0	1	1	C
1990	12	VC	507.0	-1	1	A
1990	12	VI	30.0	-1	-1	A
1990	12	VS	477.0	1	1	A
1991	1	VC	834.0	1	1	C
1991	1	VI	85.0	1	1	I
1991	1	VS	749.0	1	1	A
1991	2	VC	650.0	-1	1	A
1991	2	VI	90.0	1	1	A
1991	2	VS	560.0	-1	1	A
1991	3	VC	662.0	1	1	C
1991	3	VI	84.0	-1	1	A
1991	3	VS	578.0	1	1	C
1991	4	VC	547.0	-1	1	A
1991	4	VI	57.0	-1	-1	C
1991	4	VS	490.0	-1	1	A
1991	5	VC	616.0	1	1	C
1991	5	VI	78.0	1	1	I
1991	5	VS	538.0	1	1	C
